,IDX,RA_ICRS,DE_ICRS,Source,Plx,PM,pmRA,pmDE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,GRVSmag,e_GRVSmag,BR_RP,BP_G,G_RP,pscol,Teff,Dist,Rad,Lum_Flame,Mass_Flame,Age_Flame,z_Flame,SpType_ELS
337523,51850,65.08481740943,32.06319281615,166541931045406208,0.9285,7.86,2.691,-7.385,14.817126,0.002774,15.287363,0.003734,14.178304,0.003934,13.659075,0.112065,1.109059,0.470237,0.638823,,5797.4,909.3742,1.1227,1.660227,0.998,9.541,0.48432437,G      
350325,64652,88.94329623606,41.7951915168,192185806381042048,2.0189,7.678,-0.078,-7.678,13.70678,0.002767,14.110796,0.00296,13.134993,0.003863,12.961383,0.039027,0.975803,0.404017,0.571787,,5664.4,451.2203,0.833,0.7524613,1.005,0.493,0.70569485,G      
593940,8267,269.22449171104,-19.99255685743,4119250086453282688,0.0936,5.059,-3.484,-3.669,16.352386,0.002903,18.234795,0.012348,15.003194,0.005431,,,3.231601,1.882408,1.349193,,15010.5,1740.4207,3.617,606.5429,4.639,,0.7970507,O      
7668,7668,60.53972628132,45.88559769835,245506313536415744,2.9653,18.227,8.978,-15.863,10.026013,0.002778,10.223002,0.002814,9.694193,0.003785,9.575288,0.008087,0.52881,0.196989,0.331821,1.6141,6985.4,342.9433,2.133,8.69402,1.591,1.469,0.4739007,A      
313163,27490,36.77917085785,25.02839070915,103035891769825280,1.7739,18.433,7.169,-16.981,14.367924,0.00286,14.809463,0.004393,13.762862,0.004338,13.474907,0.147366,1.0466,0.441539,0.605062,,5322.8,589.2728,0.8948,0.5075792,0.898,3.615,0.63470453,G      
3003,3003,82.34962399621,36.80606735153,184240219962508544,1.3322,2.125,0.692,2.01,12.867345,0.002761,13.360288,0.002883,12.206001,0.003803,11.898088,0.022051,1.154286,0.492943,0.661344,,7758.7,814.6864,2.1987,13.262565,1.782,0.892,0.530859,A      
370865,85192,66.74650887958,41.73483129155,228170038819648384,0.707,2.66,2.634,-0.369,14.614224,0.00281,15.421383,0.003665,13.729534,0.004232,13.247044,0.062718,1.691849,0.807159,0.884689,,5292.3,1069.9797,2.5783,7.183817,1.53,2.575,0.23972616,G      
14293,14293,18.24767939756,55.74200729265,411734673314885248,3.041,6.341,-5.718,-2.74,9.348439,0.002761,9.478456,0.002798,9.103153,0.003784,8.99942,0.008019,0.375302,0.130016,0.245286,,7503.7,332.0059,2.4545,17.50814,1.876,0.97,0.35731143,A      
78396,78396,106.7445967496,-19.92280090422,2929562390492597120,0.3749,2.946,-1.87,2.276,14.639429,0.002767,14.96324,0.003087,14.138777,0.003872,14.048035,0.085397,0.824463,0.323811,0.500652,,7837.8,2265.0498,2.0866,16.982557,1.871,0.903,0.43833205,A      
591278,5605,263.11770475925,-29.95154996424,4058541892067981696,0.1346,4.34,-4.042,-1.581,15.086434,0.002874,16.73284,0.028747,13.759249,0.011812,,,2.973591,1.646405,1.327186,,15009.6,1898.7087,6.2274,1768.9742,5.736,,0.5738922,O      
393068,7395,42.33615456982,16.46006200721,33697664865077504,2.6462,45.387,42.261,-16.554,14.965708,0.002789,15.664925,0.004381,14.161431,0.004126,13.815434,0.130048,1.503493,0.699217,0.804276,,4484.4,368.9658,0.7022,0.1832781,0.708,9.495,0.6177973,K      
376954,91281,48.78802781915,40.68399452933,238950131852473984,0.3961,15.9,15.724,-2.358,14.496015,0.002768,14.964375,0.002997,13.851803,0.003882,13.761177,0.198549,1.112572,0.46836,0.644212,,6003.0,1474.6372,2.1168,11.898891,1.664,1.98,0.2704464,G      
370674,85001,64.20345817237,40.43765331712,227780742984393856,1.432,17.203,3.191,-16.904,13.976916,0.002761,14.58123,0.002964,13.225335,0.003838,12.89087,0.045412,1.355895,0.604314,0.751581,1.4432,5513.9,661.7875,1.5521,2.1392288,0.99,11.557,0.49463794,G      
449098,63425,70.25245839967,29.14603525093,158079849038689280,2.4208,10.771,-2.859,-10.385,10.223895,0.00278,11.41742,0.003009,9.160975,0.003795,8.672157,0.005185,2.256445,1.193525,1.06292,,4765.6,411.3724,12.671,72.92906,3.202,0.318,0.12115762,K      
337496,51823,65.00925026754,31.70981298277,166504032254146560,1.4882,11.552,6.946,-9.23,14.395742,0.002765,14.869743,0.003055,13.754656,0.003916,13.508034,0.092516,1.115088,0.474001,0.641087,,5848.5,594.6057,0.8852,0.98790985,1.038,2.056,0.6599095,G      
532934,47261,317.89957301466,48.78924877918,2165745990693299968,0.2134,4.6,-3.927,-2.395,14.638971,0.003037,18.063566,0.01646,13.127784,0.00461,12.455673,0.028887,4.935782,3.424595,1.511188,,3599.2,3478.724,110.7902,1801.7313,1.922,1.34,0.00401802,M      
137744,37744,5.25504746503,62.77064926137,430614112599738112,0.0085,4.02,-3.642,-1.701,10.332236,0.002776,10.403761,0.002827,10.143512,0.003793,,,0.260249,0.071525,0.188725,,14359.2,1262.748,3.8338,,,,,B      
109754,9754,73.74915926423,38.17289085474,199009302525564800,0.4653,1.555,1.472,-0.503,13.352166,0.002768,13.614619,0.002905,12.922291,0.003813,,,0.692328,0.262453,0.429875,,10903.8,2380.133,3.0555,85.29775,2.831,0.244,0.49864173,B      
371731,86058,60.88314728265,40.81708735691,230285224313134720,2.723,5.17,-4.715,2.12,13.432752,0.0028,13.917532,0.003344,12.780097,0.004205,12.508479,0.031977,1.137435,0.48478,0.652655,,5612.5,353.7147,0.8648,0.69913876,0.985,0.971,0.579779,G      
168354,68354,37.28506032339,62.94319826395,514096830736030592,0.358,0.522,-0.319,-0.413,11.514302,0.002773,11.81441,0.002811,11.030322,0.003784,,,0.784088,0.300108,0.48398,,16129.4,3339.9983,8.7782,2549.7515,6.333,,0.5155272,B      
83840,83840,115.2817006737,-16.27824882434,3028777440701457280,0.781,5.303,-4.028,3.449,10.295548,0.00278,10.420936,0.002823,10.053073,0.003794,9.933867,0.010213,0.367863,0.125388,0.242475,,8572.0,1165.7389,5.1871,153.04436,2.905,0.402,0.35289085,A      
435030,49357,43.43566152717,39.31422157888,143490910286526592,0.1171,0.514,0.319,-0.404,13.504161,0.002765,14.273138,0.003011,12.654128,0.003814,12.323081,0.02472,1.61901,0.768977,0.850033,,4199.7,4903.9556,22.4365,128.27054,3.203,0.317,0.02442376,K      
161249,61249,23.53886514371,59.83569312376,509393914576028032,0.6421,2.133,-1.417,-1.595,10.584659,0.002813,10.751709,0.003222,10.275007,0.003961,,,0.476702,0.16705,0.309651,,11634.0,1050.4276,3.8491,521.6694,4.092,,0.5226091,B      
193935,8262,46.41090871585,13.26829987159,30399331844491776,1.1289,3.53,-1.52,-3.186,12.884751,0.002775,13.260567,0.002921,12.336322,0.003825,12.108011,0.057142,0.924245,0.375815,0.54843,,6060.2,896.9724,2.2672,5.8123918,1.41,3.119,0.44858372,F      
569777,84104,267.49171471485,-33.63797539658,4041882813393311872,0.1034,5.306,-0.809,-5.244,15.695178,0.002879,17.983597,0.0128,14.318808,0.004617,13.04483,0.09903,3.664789,2.288419,1.37637,,3538.8,10057.787,83.8824,733.9592,1.566,2.542,0.00592727,M      
309568,23895,26.21785300171,16.8991578969,91533179076788352,1.6931,12.159,8.641,8.553,14.434557,0.002767,14.842224,0.003258,13.856225,0.003896,13.611065,0.137457,0.985999,0.407667,0.578332,,5223.4,577.5746,0.8372,0.47038254,0.853,8.078,0.59892696,G      
85484,85484,111.95263167866,-12.3630617598,3034451814050324736,0.6325,3.39,-2.158,2.614,14.162615,0.002769,14.470684,0.00296,13.688202,0.003846,13.521888,0.069136,0.782482,0.308069,0.474413,,7663.7,1658.6998,1.8243,8.533295,1.64,0.718,0.55517,A      
208552,22879,52.07716127558,22.50410232478,61813551578310400,1.7978,25.584,15.902,-20.041,12.727396,0.002777,13.1538,0.002895,12.11717,0.003797,11.889555,0.02185,1.03663,0.426404,0.610226,,6021.2,641.2211,1.9372,3.194904,1.15,5.857,0.3655533,F      
369745,84072,62.19023586789,36.65269398099,225248494687007744,0.5227,3.253,0.086,-3.252,12.652691,0.002758,13.227953,0.002831,11.9261,0.003796,11.63227,0.009357,1.301853,0.575262,0.726591,,5631.6,1982.2578,7.9316,49.641953,2.489,0.622,0.17616789,G      
465699,80026,71.22913573814,35.23909832255,174242768749678592,0.2212,1.26,1.189,-0.419,14.482427,0.002765,15.663715,0.003215,13.416451,0.003838,12.842747,0.056897,2.247264,1.181289,1.065975,,5138.2,2220.539,9.2664,131.26305,2.907,0.412,0.10239247,K      
173846,73846,14.19343035138,63.35735649489,523737868388949888,0.4336,3.154,-3.153,-0.057,14.716186,0.002769,15.023212,0.003753,14.027949,0.004248,,,0.995263,0.307027,0.688236,,11951.0,2541.225,2.1717,61.2408,2.817,,0.6213989,B      
438448,52775,68.71208420972,25.47898563413,148038524737736704,0.3098,2.15,0.902,-1.952,14.924076,0.002787,16.047464,0.004275,13.883707,0.004061,13.376432,0.075636,2.163757,1.123388,1.040369,,4756.4,2135.182,7.0588,37.060684,1.905,1.355,0.12957478,K      
126848,26848,65.21550186159,53.12116005205,275293114322328192,0.2356,0.89,0.425,-0.781,16.814451,0.00282,17.297129,0.006575,16.157248,0.005019,,,1.139881,0.482677,0.657204,,9711.8,3664.3105,1.4864,19.310295,2.12,,0.7302421,B      
604959,19286,124.27758914689,-13.95255637915,5726371422063897216,0.4181,4.85,-3.103,3.728,16.25122,0.002842,16.12159,0.004336,16.496063,0.007536,,,-0.374474,-0.129631,-0.244843,,15183.2,10341.739,1.359,94.914,,,1.334707,O      
379748,94075,51.16639437944,45.44586713347,242646479491688192,0.6654,2.193,0.624,-2.102,13.306498,0.002758,13.839991,0.002909,12.609938,0.003806,12.29017,0.042203,1.230053,0.533493,0.69656,,5708.7,1240.8594,3.4583,14.891988,1.837,1.466,0.2625134,G      
594468,8795,272.2763213932,-15.36049147127,4145966191845437824,0.2993,3.083,-0.802,-2.976,15.437015,0.002852,16.750404,0.00472,14.279367,0.004192,,,2.471037,1.31339,1.157647,,15020.8,1984.3865,3.5008,1238.3713,5.32,,0.78929603,O      
5783,5783,80.17993640062,47.56722552146,212158709978167168,1.1637,7.463,-1.24,-7.359,12.110737,0.002765,12.364985,0.002845,11.704035,0.003796,11.531599,0.012709,0.660951,0.254249,0.406702,,7800.4,844.8196,2.2059,16.241179,1.863,0.864,0.33884785,A      
593911,8238,266.91639047067,-20.29977710595,4119036953116761728,0.1009,9.178,-2.748,-8.757,17.25437,0.002908,18.372128,0.010955,16.074467,0.005675,,,2.297661,1.117758,1.179903,,15009.5,3679.5298,2.5785,299.57303,4.17,,0.801287,O      
85881,85881,119.43941440896,-11.71712283485,3036432378086517120,0.3089,2.954,-2.673,1.257,14.089873,0.00296,14.257038,0.002904,13.722626,0.003872,13.819482,0.095833,0.534412,0.167165,0.367248,,7092.0,2652.4717,2.5143,13.587426,1.752,1.296,0.45724884,A      
224174,38501,36.85689093235,25.81676434096,103237171117054464,1.2037,10.245,-7.325,-7.163,13.48722,0.002768,13.784965,0.003008,13.029473,0.003901,12.834647,0.077539,0.755491,0.297745,0.457747,,6038.4,858.6609,1.4336,2.1830752,1.133,4.85,0.41138577,F      
364541,78868,80.8453032582,50.1235123165,213768601158472192,1.1081,10.689,3.552,-10.082,14.8666,0.002771,15.395582,0.005366,14.156736,0.00488,13.986463,0.150749,1.238846,0.528982,0.709864,,6003.8,835.6786,1.0779,1.4868295,1.076,3.985,0.6599239,G      
329301,43628,46.00463012874,40.22653651416,143748810186480896,1.5273,8.831,5.763,-6.691,13.898752,0.002771,14.266359,0.002989,13.365707,0.003879,13.19271,0.073736,0.900652,0.367607,0.533045,,5799.0,608.1465,0.9624,1.0353658,1.004,4.831,0.54218066,G      
226126,40453,34.00133161814,28.7184276663,107759462442074112,1.2305,8.544,-5.238,-6.749,13.11692,0.002786,13.381407,0.003004,12.697596,0.003828,12.534851,0.028285,0.683811,0.264487,0.419324,,6451.7,779.3614,1.3855,3.0443335,1.259,2.34,0.4882032,F      
265979,80306,58.5466060821,28.09963710754,166729844454695808,0.5403,4.637,4.637,0.017,14.374672,0.002766,14.695766,0.002955,13.879144,0.003866,13.52687,0.070646,0.816623,0.321095,0.495528,,6329.5,1398.9149,1.6097,5.7393217,1.419,2.636,0.36696467,F      
594688,9015,279.62450392132,-10.19766925728,4155218131162205312,0.2423,2.125,0.505,-2.064,11.70993,0.002772,12.36956,0.00304,10.908385,0.003861,10.533761,0.010952,1.461175,0.65963,0.801545,,16712.6,2378.3684,9.7276,,,,,O      
37988,37988,305.20656768788,21.17611050268,1829053329566488320,1.1837,2.662,1.275,-2.337,11.76673,0.002768,11.86531,0.002825,11.586489,0.003788,11.506177,0.008864,0.278821,0.098579,0.180242,,8040.1,933.8068,1.9891,9.967677,1.701,0.693,0.47003186,A      
296843,11170,60.20676188486,20.97369874644,51435123885225344,1.6769,9.583,-7.568,-5.878,13.517526,0.002759,13.988796,0.002948,12.881355,0.003809,12.640235,0.045475,1.107441,0.471271,0.63617,,5744.6,586.3118,1.3114,1.6099507,0.98,10.468,0.41913426,G      
444778,59105,76.1615403996,27.62587366821,155386698385802240,0.6104,0.975,-0.007,-0.975,13.466111,0.002771,14.756082,0.00302,12.356171,0.00382,11.839589,0.025173,2.399911,1.28997,1.109941,,4730.8,1652.6736,13.5799,67.83734,2.504,0.619,0.04192913,K      
70687,70687,325.00884813895,60.35583260284,2203702162870103936,1.0926,9.811,-7.613,-6.189,13.287478,0.002761,13.733917,0.002896,12.668915,0.003799,12.42622,0.043136,1.065002,0.44644,0.618563,,6940.4,871.7917,1.9316,7.808194,1.553,1.529,0.47351563,A      
131996,31996,13.18566893931,56.60764548974,423817996864926848,0.3355,2.894,-2.377,-1.651,13.805051,0.002765,13.975724,0.002845,13.497667,0.003821,,,0.478057,0.170673,0.307384,,9940.7,2111.8574,1.9655,67.46649,2.688,0.258,0.4310358,B      
321701,36028,42.43597463768,27.69706900943,128368708393240320,0.7679,16.431,12.631,-10.508,14.437273,0.002783,14.860793,0.003329,13.784887,0.00388,13.47072,0.086951,1.075906,0.42352,0.652386,,5691.5,1088.6066,1.6158,3.0457633,1.101,7.729,0.31540325,G      
13694,13694,16.63386709175,52.79978316405,404992635506478720,0.6183,5.241,-0.115,-5.24,12.391372,0.002766,12.584701,0.002848,12.067693,0.003798,11.926201,0.023351,0.517008,0.193329,0.323679,,7708.2,2233.7083,4.4506,35.79887,2.197,0.727,0.27486065,A      
90426,90426,114.51957753495,-5.51686165971,3056111815157314432,0.4774,1.029,-0.966,-0.357,13.835026,0.002775,14.056907,0.002888,13.471797,0.00384,13.367005,0.084108,0.58511,0.221881,0.363229,,7446.0,1850.6497,2.0162,12.098248,1.728,1.127,0.4910487,A      
196410,10737,55.07235146466,11.38734115975,37210776315773312,2.1678,16.189,-13.906,-8.29,11.785654,0.00279,12.132511,0.002916,11.251942,0.003808,11.016968,0.016732,0.880569,0.346857,0.533712,,6982.5,464.4126,1.7645,6.3571734,1.496,1.411,0.38838625,F      
565619,79946,267.87437293241,-37.42595103999,4039897709556349312,0.0151,6.194,-3.771,-4.914,14.670005,0.002811,15.997762,0.004244,13.526855,0.004177,12.947229,0.126169,2.470906,1.327757,1.143149,,4851.3,3086.6926,15.0947,114.104805,3.401,0.27,0.03602791,M      
601158,15485,78.29571270597,-67.17031253763,4661835744525345152,0.0045,1.477,1.475,0.091,13.683843,0.00278,13.587447,0.002924,13.845446,0.003854,,,-0.257998,-0.096395,-0.161603,,30460.2,16613.07,4.5096,,,,,O      
264567,78894,65.70540843415,30.12524491011,165289381142250880,0.8258,4.279,3.998,-1.523,13.961638,0.002764,14.41911,0.002977,13.325881,0.003872,13.010975,0.07225,1.093229,0.457472,0.635757,,6179.6,1035.6011,1.8287,5.5205684,1.404,2.904,0.46886376,F      
167509,67509,25.57775583864,64.91109254396,513044224446771584,0.1624,1.359,-1.359,0.01,16.866663,0.002857,17.366087,0.005489,16.090256,0.004835,,,1.275831,0.499424,0.776407,,10129.4,3727.8513,1.6039,24.636602,2.197,,0.70540494,B      
481480,95807,81.63542872211,35.93982160125,184088964098386432,0.0425,0.998,0.645,-0.762,15.506762,0.002814,16.905954,0.00726,14.359636,0.004112,13.824179,0.150792,2.546318,1.399193,1.147125,,6802.8,4047.3218,11.2825,202.67014,3.355,0.271,0.17605664,K      
179842,79842,231.48012388501,9.15962040049,1165591078311314432,0.0832,8.914,0.966,-8.862,15.868828,0.002904,15.848361,0.003735,15.894982,0.005013,,,-0.046621,-0.020467,-0.026155,,10909.5,12536.602,2.679,95.46412,2.895,0.248,0.5130801,B      
554868,69195,89.02573031991,35.32279773668,3454987867477275904,7.3543,35.565,26.601,-23.607,14.086212,0.002783,15.089047,0.003629,13.092411,0.003873,12.648589,0.034448,1.996635,1.002834,0.993801,,3934.1,136.7034,0.598,0.07600032,0.6,10.861,0.65045816,M      
12774,12774,2.70035534627,46.70370053371,386951161522949248,1.0748,3.154,-3.068,-0.733,11.52436,0.00277,11.734033,0.002848,11.180928,0.003798,11.039003,0.009782,0.553104,0.209673,0.343431,,6666.3,822.3112,2.7146,14.119638,1.754,1.471,0.40796033,A      
394328,8655,59.62303858717,13.61998399864,38551695169017344,2.6328,20.337,11.337,-16.884,14.980387,0.002771,15.697961,0.003117,14.160387,0.003879,13.946181,0.166246,1.537574,0.717574,0.82,,4696.0,354.7121,0.6705,0.21996407,0.763,3.926,0.6910182,K      
169176,69176,34.34302490343,63.61462726475,514740663513902208,0.1328,0.517,-0.332,0.396,17.083893,0.002815,17.611713,0.006277,16.395004,0.004816,,,1.216709,0.527821,0.688889,,9748.1,4160.8345,1.579,24.299707,2.197,,0.69167566,B      
85936,85936,116.83449230661,-11.95338285484,3036788757291950592,0.5946,2.082,-0.939,1.859,12.461272,0.002763,12.691857,0.002859,12.089457,0.003792,11.986105,0.053663,0.602401,0.230585,0.371816,,7098.4,1938.0063,4.0523,26.699295,2.035,0.999,0.3628402,A      
194903,9230,42.05332564647,14.5979861172,33219549105836160,1.6558,2.904,2.837,-0.617,11.983837,0.00277,12.254586,0.002929,11.552241,0.003829,11.403082,0.020587,0.702345,0.270749,0.431596,,6466.5,609.8024,1.8521,4.900882,1.377,2.485,0.39683408,F      
445008,59335,77.25828669731,28.66140152153,155562860764508672,0.3753,4.469,-0.508,-4.44,15.008068,0.00277,15.845304,0.003352,14.102017,0.003897,13.818519,0.107664,1.743286,0.837235,0.906051,,5421.6,1858.8901,3.8019,18.749609,1.886,1.358,0.2591918,K      
280926,95253,80.50527839759,33.62500205986,181192476809950464,0.659,4.418,-1.74,-4.061,14.395579,0.00277,14.822412,0.003495,13.79531,0.004084,13.509008,0.116853,1.027102,0.426832,0.600269,,5652.2,1189.7041,1.7297,3.8994853,1.187,5.78,0.4932506,F      
173250,73250,15.53561237979,63.39550313527,523352249042970624,0.3303,2.686,-2.641,-0.489,11.204799,0.002789,11.576184,0.002924,10.652342,0.003853,,,0.923842,0.371386,0.552457,,17737.1,3229.716,10.3039,,,,,B      
65134,65134,314.62727042185,46.51477537604,2163741787159025152,0.5885,6.146,-3.042,-5.34,12.830001,0.002759,13.297999,0.00285,12.182035,0.003814,11.917176,0.012815,1.115965,0.467999,0.647966,,8607.7,1825.9181,4.7414,95.49126,2.736,0.447,0.39498264,A      
558775,73102,144.03962493478,-2.56733873084,3827246353898462208,13.7774,75.686,-53.432,53.604,12.530374,0.002787,13.638286,0.003091,11.479466,0.003907,10.994829,0.012035,2.158819,1.107912,1.050907,,3523.2,67.6446,0.7348,0.08555008,0.6,11.868,0.19349879,M      
8829,8829,70.71518542708,49.1843846114,259247734984056064,2.0824,11.092,-3.731,-10.445,11.657019,0.002786,11.928312,0.002925,11.222838,0.003819,11.034887,0.010718,0.705474,0.271294,0.43418,1.5789,7296.2,526.7998,1.743,6.3399835,1.528,0.852,0.5483503,A      
299102,13429,53.11265762234,21.04354171979,58429220428077824,0.7787,1.75,-0.728,-1.591,14.487419,0.002768,14.971245,0.003669,13.840629,0.004112,13.605226,0.107592,1.130616,0.483826,0.646791,,5553.3,1124.1355,1.6981,2.9269161,1.08,8.377,0.3521745,G      
571947,86274,270.54095488733,-32.98426970377,4042857251210921344,0.1405,2.773,-2.432,-1.333,15.340641,0.002791,16.504833,0.007745,14.244313,0.004232,13.273006,0.240906,2.26052,1.164192,1.096328,,4716.6,4398.5264,13.3974,52.715916,2.504,0.62,0.1327717,M      
305191,19518,36.97425600752,14.50789170451,75239310106367488,6.8656,32.897,32.721,-3.4,10.38632,0.002766,10.691951,0.002865,9.914401,0.00379,9.724008,0.011189,0.77755,0.305631,0.471919,,5769.4,145.2408,1.0518,1.1026481,0.984,6.771,0.58068305,G      
180431,80431,260.2887659308,34.11436229596,1335687829230954496,-0.0612,19.694,-2.117,-19.58,15.138493,0.003106,14.843716,0.004777,13.993282,0.004751,,,0.850433,-0.294777,1.14521,,9991.0,14588.993,13.7334,,,,,B      
63835,63835,294.36579091591,46.38609445307,2128132552590648320,0.8177,9.221,-3.213,-8.644,11.941816,0.002769,12.079979,0.002922,11.693632,0.003818,11.597215,0.042282,0.386347,0.138163,0.248184,,7842.7,1216.2916,2.6717,22.1593,1.976,0.884,0.40479457,A      
247211,61538,43.46604572812,37.85014628056,143069453735410944,1.1941,7.291,-6.539,-3.225,12.18175,0.002781,12.368482,0.00293,11.865104,0.003831,11.744086,0.064064,0.503378,0.186731,0.316647,,7396.8,935.6028,2.0265,8.534835,1.615,1.049,0.52915937,F      
225657,39984,33.8413276563,27.26559301584,106771894841908736,1.0625,9.677,9.309,-2.644,12.900558,0.002776,13.204648,0.002913,12.428516,0.003811,12.229568,0.02271,0.776132,0.30409,0.472042,,6335.6,877.9008,1.8942,5.7500234,1.421,2.583,0.45823327,F      
191038,5365,39.87422316452,7.69776883206,19748470081084032,0.5911,3.612,-3.475,-0.987,13.896949,0.00279,14.15936,0.003089,13.475354,0.003894,13.327518,0.064556,0.684006,0.262411,0.421595,,6543.5,1482.8478,1.8701,6.7023983,1.481,2.111,0.34528342,F      
582861,97188,274.63474047584,-27.33236872575,4052338340020129152,0.0975,8.174,-3.641,-7.318,14.377817,0.002828,15.628771,0.005182,13.274198,0.003944,12.618865,0.018759,2.354573,1.250954,1.10362,,5008.0,4404.2314,21.3649,307.59793,3.492,0.251,0.05744806,M      
318389,32716,53.01135254213,27.57549788443,117914036441113344,0.6602,6.648,4.573,-4.825,14.331914,0.002766,14.757042,0.003039,13.739534,0.004015,13.504319,0.093252,1.017508,0.425128,0.59238,,5741.8,1149.9873,1.6367,3.8959725,1.18,5.898,0.35197294,G      
516593,30920,310.80490932366,33.0673570289,1863231137430081536,0.0996,5.348,-2.477,-4.74,13.895597,0.002792,15.311634,0.003573,12.742093,0.003957,12.224892,0.024528,2.569541,1.416038,1.153503,,4065.7,6455.7334,53.3705,715.9423,1.959,1.272,0.03570029,M      
76244,76244,343.69837376483,16.30937940375,2828730061749804288,5.1253,49.795,49.514,-5.276,8.558889,0.002787,8.615704,0.002894,8.434378,0.003811,8.379676,0.004495,0.181326,0.056814,0.124512,,8224.4,193.5014,1.646,11.330682,1.768,0.471,0.5638409,A      
143639,43639,37.5648386206,53.2333066621,452492813438900480,2.2282,12.17,-4.538,11.293,9.814407,0.002773,9.87162,0.002808,9.679728,0.003788,9.599201,0.018604,0.191893,0.057213,0.13468,,10512.2,532.9991,2.3274,42.615158,2.48,,0.5522187,B      
494872,9199,34.62663900878,62.14117224144,513759319325383168,9.7435,70.147,69.627,8.523,14.098445,0.002763,15.25877,0.00291,13.028135,0.003796,12.519161,0.014682,2.230635,1.160325,1.07031,,3662.5,104.3521,0.5586,0.04666165,0.532,10.816,0.48839277,M      
509054,23381,260.65181137041,78.61409710504,1706313407744457472,5.4604,18.982,8.37,17.037,15.007568,0.002776,16.038216,0.004102,14.000725,0.003946,13.54204,0.121962,2.037491,1.030647,1.006844,,3899.3,186.2285,0.5518,0.0611875,0.578,3.04,0.66378343,M      
494196,8523,59.24909328447,64.06272500918,487228447343322496,5.1616,21.334,3.071,21.112,14.564029,0.002764,15.514173,0.003066,13.594939,0.003811,13.158752,0.10413,1.919233,0.950144,0.96909,,4132.3,192.7034,0.6302,0.1046895,0.64,11.57,0.68503076,M      
312397,26724,32.09118664287,22.76784308682,100726294580986496,4.7139,24.783,7.911,-23.487,11.067383,0.002769,11.422975,0.002844,10.533665,0.003807,10.329319,0.010886,0.88931,0.355592,0.533718,,5773.1,209.4211,1.2108,1.4802278,0.982,9.753,0.45645097,G      
456145,70472,65.37690433227,29.04148628063,164654550616737536,0.277,3.07,2.905,-0.994,14.759533,0.002766,15.511315,0.003173,13.910274,0.003984,13.516679,0.147888,1.601042,0.751782,0.849259,,4816.1,3064.9944,6.7508,20.92134,2.154,0.947,0.12225959,K      
407432,21759,56.44414683652,25.56455766444,69921934436793088,3.2991,37.929,-7.51,-37.178,14.804823,0.002776,15.549579,0.003337,13.961969,0.004039,13.590933,0.09241,1.587609,0.744756,0.842854,,4444.5,301.1169,0.6632,0.15402955,0.718,1.026,0.6656283,K      
288659,2986,51.56890149823,9.50514949536,12719842000714240,1.4158,10.067,3.586,-9.407,14.533728,0.002772,14.973577,0.003237,13.920746,0.003953,13.61124,0.065869,1.052831,0.439849,0.612982,,5726.3,628.3758,0.8601,0.85584897,1.009,2.133,0.568034,G      
482703,97030,76.62367840771,33.59964421636,184789597820128256,0.2597,2.513,2.114,-1.359,14.519709,0.002763,15.379442,0.003164,13.60625,0.003865,13.243714,0.062385,1.773192,0.859734,0.913459,,5085.8,1963.5348,5.4326,50.856102,2.6,0.557,0.21891408,K      
399000,13327,60.34151775471,20.3195406062,50648457675680000,0.3304,6.703,4.126,-5.283,14.706822,0.002766,15.380782,0.003718,13.912775,0.003834,13.544739,0.273437,1.468007,0.67396,0.794047,,4964.9,1537.195,3.0506,14.992686,1.731,1.792,0.18776429,K      
323226,37553,36.44168981285,30.79105322041,132380001689457920,1.164,7.598,-6.924,-3.129,14.535978,0.002772,14.917194,0.003214,13.98368,0.003897,13.659359,0.21283,0.933515,0.381216,0.552299,,5627.0,738.3504,0.9122,0.950644,0.928,9.926,0.56305337,G      
287813,2140,45.06909782048,7.32226326535,8447689570786048,2.6787,9.113,0.353,-9.106,13.428349,0.002763,13.907329,0.002971,12.789213,0.003855,12.617405,0.103509,1.118115,0.47898,0.639135,,5302.3,369.3066,0.9221,0.60683334,0.848,12.844,0.6166644,G      
23562,23562,42.853825314,66.146595164,516437351691303168,0.8057,2.94,-2.94,0.026,15.186709,0.00278,15.990704,0.003256,14.274669,0.003842,13.903753,0.146292,1.716035,0.803994,0.912041,,8580.4,1026.7463,1.4697,14.207866,1.876,0.401,0.7673337,A      
226653,40980,46.62252201872,22.71651833962,109131481155013888,1.5613,6.348,3.706,-5.154,13.567361,0.002763,14.04194,0.003112,12.923793,0.003803,12.651523,0.057048,1.118147,0.474579,0.643568,,5734.3,596.1536,1.3267,1.8759736,0.997,10.367,0.42863548,F      
300115,14442,51.87182064142,22.11418637443,61694529444889472,7.8527,42.323,30.556,-29.284,10.531556,0.003771,10.881068,0.00908,9.998434,0.007307,9.809132,0.022055,0.882634,0.349512,0.533122,,5481.3,126.7617,0.9892,0.80397314,0.874,13.24,0.5940903,G      
129927,29927,16.72633478118,53.9224448086,411058885973570176,0.3405,2.572,-1.886,-1.748,14.005325,0.002772,14.156286,0.002861,13.741767,0.00387,,,0.414519,0.150961,0.263558,,10877.2,3103.5208,2.3205,52.990887,2.618,,0.6226924,B      
577331,91658,278.78018321616,-28.58107049345,4048410918807911552,0.1381,2.791,1.376,-2.429,13.897947,0.00282,14.98362,0.004503,12.857103,0.004791,12.402915,0.030921,2.126516,1.085672,1.040844,,4907.3,3943.964,20.0762,277.1921,3.295,0.293,0.05586739,M      
